"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"BKM00014652","BJELASNICA, BK","2020-11-23","33","36",
"BKM00014652","BJELASNICA, BK","2020-11-24","26",,
"BKM00014652","BJELASNICA, BK","2020-11-25","38",,"34"
"BKM00014652","BJELASNICA, BK","2020-11-26","40","42",
"BKM00014652","BJELASNICA, BK","2020-11-27","35","38",
"BKM00014652","BJELASNICA, BK","2020-11-28","30","33",
"BKM00014652","BJELASNICA, BK","2020-11-29","25","30",
"BKM00014652","BJELASNICA, BK","2020-11-30","15",,
"BKM00014652","BJELASNICA, BK","2020-12-01","28",,
"BKM00014652","BJELASNICA, BK","2020-12-02","27",,
"BKM00014652","BJELASNICA, BK","2020-12-03","31","31",
"BKM00014652","BJELASNICA, BK","2020-12-04","31",,"28"
"BKM00014652","BJELASNICA, BK","2020-12-05","31",,"28"
"BKM00014652","BJELASNICA, BK","2020-12-06","31",,"30"
"BKM00014652","BJELASNICA, BK","2020-12-07","28",,
"BKM00014652","BJELASNICA, BK","2020-12-08","28","29","26"
"BKM00014652","BJELASNICA, BK","2020-12-09","27","29",
"BKM00014652","BJELASNICA, BK","2020-12-10","25","26",
"BKM00014652","BJELASNICA, BK","2020-12-11","25","26","23"
"BKM00014652","BJELASNICA, BK","2020-12-12","26","27",
"BKM00014652","BJELASNICA, BK","2020-12-13","23","27",
"BKM00014652","BJELASNICA, BK","2020-12-14","21",,"20"
"BKM00014652","BJELASNICA, BK","2020-12-15","28",,"23"
"BKM00014652","BJELASNICA, BK","2020-12-16","31","32","30"
"BKM00014652","BJELASNICA, BK","2020-12-17","29","32",
"BKM00014652","BJELASNICA, BK","2020-12-18","29","30",
"BKM00014652","BJELASNICA, BK","2020-12-19","28",,
"BKM00014652","BJELASNICA, BK","2020-12-20","27",,"26"
"BKM00014652","BJELASNICA, BK","2020-12-21","30",,"28"
"BKM00014652","BJELASNICA, BK","2020-12-22","31","34",
"BKM00014652","BJELASNICA, BK","2020-12-23","35",,
"BKM00014652","BJELASNICA, BK","2020-12-24","31","32","29"
"BKM00014652","BJELASNICA, BK","2020-12-25","31","32",
"BKM00014652","BJELASNICA, BK","2020-12-26","19",,
"BKM00014652","BJELASNICA, BK","2020-12-27","21",,
"BKM00014652","BJELASNICA, BK","2020-12-28","25",,"22"
"BKM00014652","BJELASNICA, BK","2020-12-29","25","27",
"BKM00014652","BJELASNICA, BK","2020-12-30","28","29",
"BKM00014652","BJELASNICA, BK","2020-12-31","24",,
"BKM00014652","BJELASNICA, BK","2021-01-01","21","23","18"
"BKM00014652","BJELASNICA, BK","2021-01-02","25","26","22"
"BKM00014652","BJELASNICA, BK","2021-01-03","24","25",
"BKM00014652","BJELASNICA, BK","2021-01-04","22","23","21"
"BKM00014652","BJELASNICA, BK","2021-01-05","22",,
"BKM00014652","BJELASNICA, BK","2021-01-06","23","24",
"BKM00014652","BJELASNICA, BK","2021-01-07","22","26",
"BKM00014652","BJELASNICA, BK","2021-01-08","23","26",
"BKM00014652","BJELASNICA, BK","2021-01-09","19","43",
"BKM00014652","BJELASNICA, BK","2021-01-10","24","27","21"
"BKM00014652","BJELASNICA, BK","2021-01-11","22",,
"BKM00014652","BJELASNICA, BK","2021-01-12","21","23",
"BKM00014652","BJELASNICA, BK","2021-01-13","13","19",
"BKM00014652","BJELASNICA, BK","2021-01-14","14","23",
"BKM00014652","BJELASNICA, BK","2021-01-15","6","8","4"
"BKM00014652","BJELASNICA, BK","2021-01-16","3","6",
"BKM00014652","BJELASNICA, BK","2021-01-17","6","9","1"
"BKM00014652","BJELASNICA, BK","2021-01-18","4",,
"BKM00014652","BJELASNICA, BK","2021-01-19","13",,"10"
"BKM00014652","BJELASNICA, BK","2021-01-20","20",,"15"
"BKM00014652","BJELASNICA, BK","2021-01-21","26","26","22"
"BKM00014652","BJELASNICA, BK","2021-01-22","28","29","26"
"BKM00014652","BJELASNICA, BK","2021-01-23","27","30",
"BKM00014652","BJELASNICA, BK","2021-01-24","24",,"23"
"BKM00014652","BJELASNICA, BK","2021-01-25","18","40",
"BKM00014652","BJELASNICA, BK","2021-01-26","10",,
"BKM00014652","BJELASNICA, BK","2021-01-27","8","9",
"BKM00014652","BJELASNICA, BK","2021-01-28","12",,
"BKM00014652","BJELASNICA, BK","2021-01-29","22",,
"BKM00014652","BJELASNICA, BK","2021-01-30","25",,"25"
"BKM00014652","BJELASNICA, BK","2021-01-31","27",,"25"
"BKM00014652","BJELASNICA, BK","2021-02-01","27","28",
"BKM00014652","BJELASNICA, BK","2021-02-02","29",,"27"
"BKM00014652","BJELASNICA, BK","2021-02-03","31","32",
"BKM00014652","BJELASNICA, BK","2021-02-04","31","33","29"
"BKM00014652","BJELASNICA, BK","2021-02-05","33",,"32"
"BKM00014652","BJELASNICA, BK","2021-02-06","32",,
"BKM00014652","BJELASNICA, BK","2021-02-07","31","32",
"BKM00014652","BJELASNICA, BK","2021-02-08","31",,
"BKM00014652","BJELASNICA, BK","2021-02-09","27",,"24"
"BKM00014652","BJELASNICA, BK","2021-02-10","28",,"28"
"BKM00014652","BJELASNICA, BK","2021-02-13","-5","2",
"BKM00014652","BJELASNICA, BK","2021-02-14","-2",,"-8"
"BKM00014652","BJELASNICA, BK","2021-02-15","3","6",
"BKM00014652","BJELASNICA, BK","2021-02-16","15",,"3"
"BKM00014652","BJELASNICA, BK","2021-02-17","26",,"21"
"BKM00014652","BJELASNICA, BK","2021-02-18","23",,"22"
"BKM00014652","BJELASNICA, BK","2021-02-19","25",,"23"
"BKM00014652","BJELASNICA, BK","2021-02-20","28",,
"BKM00014652","BJELASNICA, BK","2021-02-21","27",,
"BKM00014652","BJELASNICA, BK","2021-02-22","32","34","26"
"BKM00014652","BJELASNICA, BK","2021-02-23","36",,"32"
"BKM00014652","BJELASNICA, BK","2021-02-24","35","37","30"
"BKM00014652","BJELASNICA, BK","2021-02-25","38",,"36"
"BKM00014652","BJELASNICA, BK","2021-02-26","39",,"37"
"BKM00014652","BJELASNICA, BK","2021-02-27","29",,
"BKM00014652","BJELASNICA, BK","2021-02-28","20","21","18"
